ID,名稱(中),名稱(英),類別,菜系,地區,地址,電話,傳真,網站,營業時間
"9060063","騎師日本料理","ESTABELECIMENTO DE COMIDAS TROTE","飲食及飲料場所","飲食場所","氹仔","氹仔基馬拉斯大馬路  116號及122號  至尊花城地下D舖","+853 2882 1864","+853 2882 1862","","17:30-03:30"
"9070003","新好財運海鮮火鍋飯店","ESTABELECIMENTO DE COMIDAS NOVA RIQUEZA","飲食及飲料場所","飲食場所","澳門","澳門科英布拉街430至438號光輝苑地下及一樓E，F，G舖","+853 2836 6666","+853 2878 0166","","11:00-03:00"
"9070056","貢乃","ESTABELECIMENTO DE COMIDAS GOOBNE ALL DAK HOUSE","飲食及飲料場所","飲食場所","氹仔","氹仔成都街197至203號至尊花城-麗翠閣地下J舖","+853 2883 5999","","","12:00-15:00;18:00-23:00"
"9070062","孖寶兄弟茶餐廳","ESTABELECIMENTO DE COMIDAS CAFE SUPER MARIO","飲食及飲料場所","飲食場所","澳門","澳門美麗街23-C號得運大廈地下及閣樓A座","","","","07:30-21:00 (星期一至星期五)
08:00-19:00 (星期六、星期日及公衆假期)"
"9070074","拉麵小路","COMIDAS RAMEN KOU-JI","飲食及飲料場所","飲食場所","澳門","澳門紅窗門街50號美景大廈地下B舖","+853 2893 8964","","http://ramenkouji@yahoo.com.hk","12:00-21:30"
"9080005","葡景軒","ESTABELECIMENTO DE COMIDAS ALMA","飲食及飲料場所","飲食場所","氹仔","氹仔客商街3號地下及一樓","","","","11:30-22:00"
"9080017","檀香山咖啡","CAFE T.H.S. HONOLULU","飲食及飲料場所","飲食場所","氹仔","氹仔盧廉若馬路7-L號  7-M號華城山莊(第二座)地下A B座","+853 2881 1322","+853 2871 8455","http://www.cafehonolulu.com","08:00-22:00"
"9080026","中廚","ESTABELECIMENTO DE COMIDAS CHINESE KITCHEN","飲食及飲料場所","飲食場所","氹仔","氹仔基馬拉斯大馬路  至尊花城130號E舖地下","+853 2884 2996","+853 2882 1862","","17:30-03:30"
"9080042","必勝客 (環宇豪庭)","PIZZA HUT","飲食及飲料場所","飲食場所","澳門","澳門馬濟時總督大馬路  81號  及馬德里街111號-117號  環宇豪庭地下及閣樓AK及AL舖","+853 2875 7747","+853 2875 7774","http://www.pizzahut.com.mo","11:00-23:00"
"9080079","三沙丁","ESTABELECIMENTO DE BEBIDAS TRÊS SARDINHAS","飲食及飲料場所","飲食場所","澳門","澳門聖祿杞街34號地下A鋪","+853 6363 3328","","","15:00-23:00; 星期二休息"
"9090005","岩風味料理","PEDREGULHO","飲食及飲料場所","飲食場所","澳門","澳門海灣南街112號及蘭花前地308號 信和廣場地下B座及J座","+853 2826 6849","+853 2870 4132","","12:00-15:00
18:00-02:00"
"9090019","檀香山咖啡","CAFE T.H.S. HONOLULU","飲食及飲料場所","飲食場所","澳門","澳門羅若翰神父街19A  19B  21A地下","","","","07:30-21:30"
"9090031","楊枝金撈甜品","ESTABELECIMENTO DE COMIDAS IEONG CHI KAM LOU","飲食及飲料場所","飲食場所","澳門","澳門爹美刁施拿地大馬路 / 施拿地馬路31-B號 樂斯大廈地下J舖","+853 6668 0348","","","16:00 - 02:00"
"9090062","HAAGEN DAZS","ESTABELECIMENTO DE BEBIDAS HAAGEN DAZS","飲食及飲料場所","飲食場所","澳門","澳門羅結地巷5號地下1座","+853 2838 9666","","","11:00-20:00"
"9090095","海王冰室","COMIDA HOI WONG","飲食及飲料場所","飲食場所","澳門","澳門馬濟時總督大馬路173及169號東南亞商業中心東南亞花園地下及閣樓AT及AU座","+853 2883 1180","","","07:00-23:00"
"9100086","旗艦綜合日本料理","ESTABELECIMENTO DE COMIDAS KING SHIP","飲食及飲料場所","飲食場所","氹仔","氹仔埃武拉街太子花城地下F舖","+853 2899 5555","","","12:00-15:00;18:00-03:00"
"9110028","活蘭印度素食","WOODLANDS INDIANO VEGETARIANO","飲食及飲料場所","飲食場所","澳門","澳門巴黎街107~117號及馬濟時總督大馬路395號大豐廣場第二座(中航大廈/大豐商業大廈/大豐廣場)地下Q舖和地下連一樓R舖","","","","11:30 -22:30"
"9110064","必勝客 (運順新村)","PIZZA HUT","飲食及飲料場所","飲食場所","澳門","澳門沙梨頭南街  107-113號  運順新村地下DD舖","+853 2822 7149","+853 2822 1115","http://www.pizzahut.com.mo","11:00-23:00"
"9110080","新益食店","ESTABELECIMENTO DE COMIDAS SUN YICK","飲食及飲料場所","飲食場所","澳門","澳門觀音堂街  29號  新益花園  地下及閣樓C舖","+853 2848 1046","+853 2836 5153","","18:00-04:00"
"9120001","華峰食館","ESTABELECIMENTO DE COMIDAS WA FONG","飲食及飲料場所","飲食場所","氹仔","氹仔孫逸仙博士大馬路444號華峰閣地下F座","+853 2883 2115  +853 2883 7229","","","07:00 - 02:00"
"9120008","麥田","BEING COZINHA","飲食及飲料場所","飲食場所","澳門","澳門倫敦街78號環宇豪庭地下及閣樓X座","+853 2826 2929","","","8:00-21:00"
"9120063","華峰食館","ESTABELECIMENTO DE COMIDAS WA FONG","飲食及飲料場所","飲食場所","澳門","澳門黑沙環海邊馬路51 - 6 5號保利達工業大廈地下及閣仔A座及B座","+853 2841 0345  +853 2841 0346","","","18:00 - 02:00"
"9130048","第一無國界料理","ESTABELECIMENTO DE COMIDAS TOP FUSION","飲食及飲料場所","飲食場所","澳門","澳門俾利喇街99-A號，裕濠大廈5樓A座","+853 2855 0849","+853 2832 2083","http://www.pereira-foodcenter.com/","11:00-21:00"
"9130080","迪恩甜品","D'LIGHT DESSERT CAFÉ","飲食及飲料場所","飲食場所","澳門","澳門沙梨頭海邊街90-A號利行大廈地下A座及閣仔","+853 2855 6332","","","12:00-22:00"
"9130086","葡薏園","TAPAS DE PORTUGAL","飲食及飲料場所","飲食場所","氹仔","氹仔木鐸街22-A號","+853 2857 6626","","http://www.taipavillagemacau.com/directory/tapas-de-portugal/","11:30 – 23:00"
"9130092","新綠茵閣茶餐廳","CAFÉ NEW GREEN VIEW","飲食及飲料場所","飲食場所","澳門","澳門羅馬街74-76號東南亞商業中心  東南亞花園地下及閣樓AD及AE座","+853 2875 1318","+853 2871 7361","","07:00-22:00"
"9130106","金撈茶餐室","ESTABELECIMENTO DE COMIDAS KAM LOU","飲食及飲料場所","飲食場所","澳門","澳門祐漢新村第一街61號興隆樓(第一期第三座)地下A座","+853 6668 0348","","","10:00 - 20:00"
"9130127","利安咖啡屋","CAFÉ LEON","飲食及飲料場所","飲食場所","氹仔","氹仔地堡街73號-79號 泉福新邨第二期偉大閣地下R座及Q座","+853 2830 1189","+853 2831 6140","","11:30-15:00
18:00-22:30"
"9140009","竹子餐飲","ALIMENTOS E BEBIDAS DE BAMBOO","飲食及飲料場所","飲食場所","氹仔","氹仔南京街36號曼克頓(第一座 第二座)地下B座","","","","09:00-02:00"
"9140055","大將燒烤","ESTABELECIMENTO DE COMIDAS TAI CHEONG B.B.Q.","飲食及飲料場所","飲食場所","澳門","澳門俾若翰街/筷子基北街461號，綠楊花園地下J座","+853 6374 2121","","","18:30-02:30"
"9140101","蕃茄屋美食","ESTABELECIMENTO DE COMIDAS CAFE DE NOVO TOMATO","飲食及飲料場所","飲食場所","澳門","澳門連安後巷4號及6號富安大廈地庫A座及B座","+853 2836 2171","+853 2835 5627","","11:00-22:00"
"9140126","楊枝金撈甜品","ESTABELECIMENTO DE COMIDAS IEONG CHI KAM LOU","飲食及飲料場所","飲食場所","澳門","澳門黑沙環新街 501號  廣華新村第二座地下及閣仔B座","+853 6668 0348","","","16:00 - 02:00"
"9140144","麥田","BEING COZINHA","飲食及飲料場所","飲食場所","氹仔","氹仔孫逸仙博士大馬路660號泉鴻花園地下I舖","+853 2833 1777","","","9:00-23:00"
"9140146","海天居鮨味亭日本料理美食","ESTABELECIMENTO DE COMIDAS VILLA DE MER SUSHI MI TEI","飲食及飲料場所","飲食場所","澳門","澳門東方明珠街  海天居地下Q  R及S座","+853 2876 7668","+853 2870 0321","http://www.sushimitei.com","12:00-15:00; 18:00-23:00"
"9150003","三寶冰室","GELADARIA SAM POU","飲食及飲料場所","飲食場所","澳門","澳門飛良韶街5號泉紹花園地下及閣仔E座","+853 2852 3708","","","07:00-19:00"
"9150013","三寶冰室","GELADARIA SAM POU","飲食及飲料場所","飲食場所","澳門","澳門馬濟時總督大馬路356號南岸花園地下及一樓AH座","+853 2888 1333","","","08:00-18:00"
"9150063","食 ･ 譜","ESTABELECIMENTO DE COMIDAS MY RECIPE","飲食及飲料場所","飲食場所","澳門","澳門林茂海邊大馬路無門牌號數  泉福翡翠地下D座","+853 2825 2846","","","12:00-22:00"
"9150066","伙牛越南料理","ESTABELECIMENTO DE COMIDAS PHO TIK","飲食及飲料場所","飲食場所","澳門","澳門美的路主教街13-C號及厚望街68號  嘉倫大廈地下A座","+853 2852 3000","","","11:30-20:00"
"9150101","泰谷","ESTABELECIMENTO DE COMIDAS TEGO","飲食及飲料場所","飲食場所","澳門","澳門東方明珠街，海天居地下及閣仔AE及AF座","+853 6636 9996","","","12:00-15:00;18:00-23:00"
"9150166","遊·咖啡","CAFÉ VOYAGE","飲食及飲料場所","飲食場所","澳門","澳門羅神父街31-A號寶美安大廈地下及閣樓D座","+853 6663 5662","","","12:00-21:30"
"9160043","檀香山咖啡","CAFÉ T.H.S. HONOLULU","飲食及飲料場所","飲食場所","澳門","澳門高樓里/船澳口6號創新大廈地下A座","+853 2892 3124","+853 2871 8455","http://www.cafehonolulu.com","07:00-23:00"
"9160050","悅緣四季","ESTABELECIMENTO DE COMIDAS YUT UN","飲食及飲料場所","飲食場所","澳門","澳門黑沙環第四街33號及黑沙環第一街49號，文豐樓地下及閣樓J座","+853 2842 1076","","","17:30-23:00"
"9160073","金滿堂甜品","ESTABELECIMENTO DE COMIDAS KAM MUN TONG","飲食及飲料場所","飲食場所","澳門","澳門飛喇士街/筷子基南街461號寶翠花園利明閣利耀閣地下U座","+853 2823 2818","+853 2871 7361","","15:00-02:00"
"9160089","華峰食館","ESTABELECIMENTO DE COMIDAS WA FONG","飲食及飲料場所","飲食場所","澳門","澳門華大新村第一街12號嶺南大廈地下B C D E座，巴波沙大馬路366 - 368號  372號  376-378號","+853 2843 8234  +853 2843 8235","","","07:30 - 22:30"
"9160101","日吧美食","ESTABELECIMENTO DE COMIDAS JAPAS","飲食及飲料場所","飲食場所","澳門","澳門區神父街165-307號八達新村地下EE  EF  ER  ES  ET  EU  EQ座","+853 2852 1199","","","12:00-14:30
18:00-23:00"
"9160111","百葉咖啡屋","JANELA CAFÉ","飲食及飲料場所","飲食場所","氹仔","氹仔地堡街121號泉福新邨 (第二期偉圖閣) 地下I座","+853 2882 8222","","http://www.janelacafe.com","12:00-21:00"
"9160113","阿維斯咖啡","CAFÉ ALVES","飲食及飲料場所","飲食場所","澳門","澳門南灣大馬路737號及741號南灣大廈地下及閣仔A3座及A4座","+853 2892 0686","","","07:30-21:30"
"9170001","甜蜜蜜咖啡美食","ESTABELECIMENTO DE COMIDAS TING MAT MAT","飲食及飲料場所","飲食場所","澳門","澳門飛喇士街 / 筷子基南街67號權昌御庭地下 閣仔及1樓I座","+853 2823 3733","","","07:00 - 23:00"
"9170018","大同咖啡","CAFÉ TOFF","飲食及飲料場所","飲食場所","澳門","澳門厚望街72號盧苑地下D座","+853 6610 2355","","","11:30 - 21:30"
"9170028","家常便飯","ESTABELECIMENTO DE COMIDAS HOME MADE MEAL","飲食及飲料場所","飲食場所","澳門","澳門馬濟時總督大馬路265號建興龍廣場 (興海閣，建富閣) 地下及閣樓AG座","+853 2896 7766","","","11:00-23:00"
"9170033","輝記海鮮美食","ESTABELECIMENTO DE COMIDAS FAI KEI HOI SIN","飲食及飲料場所","飲食場所","氹仔","氹仔基馬拉斯大馬路335-341號濠庭都會地下J座","","","","18:00-05:00"
"9170087","遊·咖啡","CAFÉ VOYAGE","飲食及飲料場所","飲食場所","澳門","澳門馬濟時總督大馬路331號富達花園地下及一樓V座","+853 6663 5662","","","12:00-21:00"
"9170107","忠成餃子王","REI DE DUMPLING LOYAL SUCCESS","飲食及飲料場所","飲食場所","澳門","澳門聖德倫街412 420 426 430及434號獲多利大廈B座一樓 C座部份地下及一樓 D座一樓 EF座地下及一樓","","","","11:00-03:00"
"9170109","胡椒廚房","ESTABELECIMENTO DE COMIDAS PEPPER LUNCH","飲食及飲料場所","飲食場所","澳門","澳門水坑尾街280號坤記大厦地下A座","+853 2835 4081","","","11:30-21:00"
"9170124","檀香山咖啡","CAFÉ T.H.S. HONOLULU","飲食及飲料場所","飲食場所","澳門","澳門鏡湖馬路40號湖光大廈地下B座","+853 2872 2224","+853 2871 8455","http://amy.hoi@cafehonolulu.com","07:00-23:00"
"9170126","第一無國界料理","ESTABELECIMENTO DE COMIDAS TOP FUSION","飲食及飲料場所","飲食場所","澳門","澳門沙梨頭海邊街 91，93-99 號及林茂巷1號","+853 2895 2010","+853 2832 2083","http://www.instagram.com/topfusion_macau/","12:00-22:30"
"9180033","真點心","ESTABELECIMENTO DE COMIDAS ZHEN DIM SUM","飲食及飲料場所","飲食場所","澳門","澳門南灣大馬路 807-811 號才能商業中心地下及閣樓A座","+853 2892 0299","+853 2878 1630","http://www.jinyuexuan.com/page14","08:00-21:00"
"9180037","粵匠","ESTABELECIMENTO DE COMIDAS UT CHEONG","飲食及飲料場所","飲食場所","澳門","澳門高利亞海軍上將大馬路110-114號保利達工業大廈地下及閣仔F座","","","","08:00-15:00;17:30-22:30"
"9180053","愛汀堡咖啡","EDINBURGH CAFÉ","飲食及飲料場所","飲食場所","澳門","澳門東望洋街23-B號萬豐花園地下B座","+853 6345 8855","","","12:00 - 21:30"
"9180078","愛碼膳","A COZINHA MARIANA","飲食及飲料場所","飲食場所","氹仔","氹仔北安大馬路氹仔客運碼頭地下1312-H 舖","+853 2833 3373","+853 2855 3077","http://www.csi-group.com.mo/members/cml","9:00 - 18:00"
"9180082","耿記點心","ESTABELECIMENTO DE COMIDAS MR GUNG DIM SUM","飲食及飲料場所","飲食場所","澳門","澳門美基街2-C號 2-D號 2-E號及4號，通商新街 / 新填地33號十六薈地下H I J K L座","+853 2892 0980","","","24小時"
"9180097","澳美食","COZINHA DE MACAU","飲食及飲料場所","飲食場所","路環","路環業興一街121號業興大廈(第八座)一樓D座","+853 2837 5308","","","07:30 - 17:30"
"9180099","華峰海鮮飯店","CASA DE MARISCOS WA FUNG","飲食及飲料場所","飲食場所","路環","路環石排灣馬路928號及916號安順大廈地下H座及I座","+853 2850 2305  +853 2850 2306","","","24小時"
"9180112","孖寶兄弟茶餐廳","ESTABELECIMENTO DE COMIDAS CAFE SUPER MARIO","飲食及飲料場所","飲食場所","澳門","澳門南灣湖景大馬路470-756號栢湖停車場地庫J-1座","+853 2872 2059","","http://cynthiachiang0008@gmail.com","08:00 - 21:00 (星期一 至 星期五); 
09:00 - 21:00 (星期六  星期日及公眾假期)"
"9180113","澳葡坊","ESTABELECIMENTO DE COMIDAS PORTUCAU","飲食及飲料場所","飲食場所","澳門","澳門板樟堂巷7-A號百好大厦地下B座","+853 2859 6336","","","12:00 - 23:00"
"9190008","真點心","ESTABELECIMENTO DE COMIDAS ZHEN DIM SUM (LOJA FAI CHI KEI)","飲食及飲料場所","飲食場所","澳門","澳門沙梨頭海邊大馬路359-361號朗濠坊地下C座","+853 2888 9880","+853 2878 1630","http://www.jinyuexuan.com/page14","09:00-21:30"
"9190017","彭廚澳門旗艦店","ESTABELECIMENTO DE COMIDAS PEND CHU AO MEN QI JIAN DIAN","飲食及飲料場所","飲食場所","澳門","澳門聖德倫街438號獲多利大廈地下及一樓G座","+853 6211 2888","","","24小時"
"9190024","忠成餃子王","REI DE DUMPLING LOYAL SUCCESS","飲食及飲料場所","飲食場所","澳門","澳門高美士街40-A - 68-G號南園地下G座及H座","","","","11:00-02:00"
"9190092","真點心","ESTABELECIMENTO DE COMIDAS ZHEN DIM SUM","飲食及飲料場所","飲食場所","氹仔","氹仔大連街402-408號利民大廈地下J座","+853 2883 8939","+853 2878 1630","http://www.jinyuexuan.com/page14","07:30-21:00"
"9190117","粵匠","ESTABELECIMENTO DE COMIDAS UT CHEONG","飲食及飲料場所","飲食場所","澳門","澳門黑沙環中街159-648號寰宇天下地下S-ABR/C-C座","","","","08:00-15:00;17:30-22:00"
"9200013","協成海鮮火鍋 (大中華店)","ESTABELECIMENTO DE COMIDAS HIP SENG (LOJA DE GREAT CHINA)","飲食及飲料場所","飲食場所","氹仔","氹仔孫逸仙博士大馬路520號大中華廣場 (綠湖居、翠湖居) A1及B1座","+853 2882 1216","+853 2878 1630","http://www.jinyuexuan.com/page14","12:00-15:00;17:30-03:00"
"9200033","金悅軒海鮮薈","LOJA DE MARISCO JIN YUE XUAN","飲食及飲料場所","飲食場所","氹仔","氹仔孫逸仙博士大馬路520號大中華廣場 (綠湖居、翠湖居) C1、D1及C2座","+853 2881 3191","+853 2878 1630","http://www.jinyuexuan.com/page14","10:00-15:00;17:30-23:00"
"9200035","粵匠","ESTABELECIMENTO DE COMIDAS UT CHEONG","飲食及飲料場所","飲食場所","澳門","澳門慕拉士大馬路無門牌號數合富188(商業用途)地下及一樓A座","+853 2851 5999","","","08:00-22:00"
"9200039","海王冰室","COMIDA HOI WONG","飲食及飲料場所","飲食場所","氹仔","氹仔布拉干薩街313號，亞威羅街149號金利達 (福苑，輝苑，利苑，金苑) 地下，及閣仔AJ座及AK座","+853 2882 2030","","","07:00-02:00"
"9200054","香榭里烘焙","ESTABELECIMENTO DE COMIDAS ELYSÉE BAKERY","飲食及飲料場所","飲食場所","氹仔","氹仔氹仔 大學大馬路澳門大學N1聚賢樓地面層N1-G005","","","","07:00-22:00"
"9200079","青洲劉記美食","LK COMIDAS","飲食及飲料場所","飲食場所","澳門","澳門白朗古將軍大馬路441-449號青怡大廈地下A座","+853 2830 9599","","","07:00-17:30"
